16303|||MILGETA Agrar GmbH|Schwedt/Oder Stadt|401689|1339|03332 510237||Schwedenweg 18|||Landmaschinenhändler|MILGETA Agrargesellschaft mbH Vierraden|http://www.firmenwissen.de/az/firmeneintrag/16303/3250012236/MILGETA_AGRARGESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG_VIERRADEN.html|None
39359|||APG mbH Bösdorf/Lockstedt|Oebisfelde-Weferlingen Stadt|393178|1311|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=APG+mbH+B%C3%B6sdorf%2FLockstedt+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
23948|||SD Land- und Forstwirtschaft GmbH & Co.KG|Kalkhorst|392896|1310|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/81679/8170741757/SD_LAND_UND_FORSTWIRTSCHAFT_GMBH_CO_KG.html|None
33617|||Stiftung Bethel Forstverwaltung|Bielefeld Stadt|391939|1306|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Stiftung+Bethel+Forstverwaltung+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
3222|||Agrargem. Klein-Radden GmbH & Co. KG|Lübbenau/Spreewald Stadt|391549|1305|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24357/2230210400/BALTIC_AGRAR_GMBH_CO_KG.html|None
39524|||AG Kamern eG|Kamern|389246|1297|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/erweiterte_suche.html|None
6295|||Agrar e.G. Polleben-Rottelsdorf|Eisleben Lutherstadt|388405|1295|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrar+e.G.+Polleben-Rottelsdorf+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18528|||Graf zu Inn-u. Knyphausen Alvo|Rappin|388242|1294|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Graf+zu+Inn-u.+Knyphausen+Alvo+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
2899|||Milchland Schönau GbRHerrn Udo Kretschmer|Schönau-Berzdorf a. d. Eigen|387162|1291|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Milchland+Sch%C3%B6nau+GbRHerrn+Udo+Kretschmer+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18334|||Landw. GmbH Kavelsdorf & Co. KG|Eixen|386449|1288|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/48653/4250578866/ARGE_ELEKTRO_MOENNIG_GMBH_CO_KG_PAPE_BOEHM_GMBH_CO_KG.html|None
17349|||BG Groß Miltzow|Groß Miltzow|386074|1287|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/manager_az/ba_261.html|None
15848|||Agrargenossenschaft Ranzig e.G.|Tauche|383966|1280|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargenossenschaft+Ranzig+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
8527|||AHP-Agrarproduktions- und Handels GmbH Plauen vertr. d. d.|Plauen Stadt|383634|1279|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=AHP-Agrarproduktions-+und+Handels+GmbH+Plauen+vertr.+d.+d.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
6386|||Quellendorfer Agrar AG|Südliches Anhalt Stadt|383106|1277|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Quellendorfer+Agrar+AG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
16230|||Agrar GmbH Lichterf.-Golzow|Chorin|381957|1273|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14778/3270160857/GOLZOWER_AGRAR_GMBH_CO_KG.html|None
17153|||LWB Bredenfelde KG|Bredenfelde|381513|1272|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LWB+Bredenfelde+KG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
16845|||AG Neustadt eG|Neustadt (Dosse) Stadt|379579|1265|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/erweiterte_suche.html|None
14827|||v.S. Gut Schmerwitz GmbH & Co.KG|Wiesenburg/Mark|379322|1264|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/cms/upload/pdf/TOP-10_31000_Herstellung_von_Moebeln.pdf|None
7570|||Agrar Osterland AG & Co.KG Köckritz|Harth-Pöllnitz|379281|1264|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/erweiterte_suche.html|None
18314|||LWB Müller & Mundt GbR|Trinwillershagen|378182|1261|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LWB+M%C3%BCller+%26+Mundt+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
2906|||Jänkendorfer Agrar GmbH|Waldhufen|377492|1258|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24357/2230210400/BALTIC_AGRAR_GMBH_CO_KG.html|None
74214|||BG Neuhof GmbH & Co. KG|Schöntal|377188|1257|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/cms/upload/pdf/TOP-10_31000_Herstellung_von_Moebeln.pdf|None
18581|||Landw. Betrieb GmbH Lauterbach & Co.KG|Putbus Stadt|376943|1256|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18581/3190331113/LANDWIRTSCHAFTLICHER_BETRIEB_GMBH_LAUTERBACH_CO_KG.html|None
16909|||LPDG Biesen eG|Wittstock/Dosse Stadt|376640|1255|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LPDG+Biesen+eG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39606|||Landesanstalt für Lw u. Gb Landwirtschaftlicher Betrieb|Iden|375321|1251|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Landesanstalt+f%C3%BCr+Lw+u.+Gb+Landwirtschaftlicher+Betrieb+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
4683|||Fuchshainer Agrargesellschaft mbH|Naunhof Stadt|375062|1250|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Fuchshainer+Agrargesellschaft+mbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
14641|||Genossenschaft Wachower Landw.|Nauen Stadt|374583|1249|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Genossenschaft+Wachower+Landw.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18510|||Papenhäger Landprodukte GmbH Ringenberg|Papenhagen|372983|1243|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Papenh%C3%A4ger+Landprodukte+GmbH+Ringenberg+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
8485|||Marienhöher Milchproduktion Agro Waldkirchen GmbH vertr. d. d.|Lengenfeld Stadt|371579|1239|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Marienh%C3%B6her+Milchproduktion+Agro+Waldkirchen+GmbH+vertr.+d.+d.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
19309|||Naturprodukte Kietz GmbH|Lenzerwische|369962|1233|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Naturprodukte+Kietz+GmbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
9661|||Agrargenossenschaft Rossau eG|Rossau|369720|1232|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargenossenschaft+Rossau+eG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
15910|||BPG WARIS GmbH & Co.KG|Schönwald|366506|1222|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/cms/upload/pdf/TOP-10_31000_Herstellung_von_Moebeln.pdf|None
17337|||LBG Wolfshagen mbH|Uckerland|362412|1208|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LBG+Wolfshagen+mbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
19069|||Graf von Westphalen'sche Gutsverwaltung Böken KG|Alt Meteln|362205|1207|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Graf+von+Westphalen%27sche+Gutsverwaltung+B%C3%B6ken+KG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
4779|||Agrargut Malkwitz KGHerrn Dirk Paulsen|Wermsdorf|361148|1204|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargut+Malkwitz+KGHerrn+Dirk+Paulsen+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39264|||AG Leps mbH|Zerbst/Anhalt Stadt|360414|1201|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/zl_2.html|None
16792|||GRÜPA-Hof GbR|Zehdenick Stadt|359375|1198|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/ch_131.html|None
99610|||Agra-Milch e.G. Frohndorf/Orlishausen|Sömmerda Stadt|358791|1196|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agra-Milch+e.G.+Frohndorf%2FOrlishausen+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
6905|||AG Meuro eG|Bad Schmiedeberg Stadt|357655|1192|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/erweiterte_suche.html|None
8538|||Agrarproduktion Reuth Sammer & Co KG vertr. durch Herrn Wolfgang Sammer|Reuth|357513|1192|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/67071/7150001654/GEBRUEDER_WILLERSINN_GMBH_CO_KG.html|verwaltung@gebrueder-willersinn.de
23717|||Brigitte und Detlef Herzog GbR|Kasseedorf|356342|1188|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/23717/2270039727/DETLEF_BRIGITTE_UND_FALK_CHRISTOPH_HERZOG_GUTSVERWALTUNG_STENDORF_GBR.html|gutsverwaltung@gut-stendorf.de
15236|||Agrargen.Loss.-Gd.e.G.|Frankfurt (Oder) Stadt|355383|1185|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargen.Loss.-Gd.e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
38685|||Proterra GbR|Langelsheim Stadt|354703|1182|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/38685/2130061973/WEDDE_MEHRDORF_MOELLHOFF_SOECHTING_RUEHE_PROTERRA_GBR.html|wilhelm.wedde@t-online.de
14806|||Prod.gen. Flämingrind eG|Planetal|354411|1181|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Prod.gen.+Fl%C3%A4mingrind+eG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
9328|||Muldental-Agrar-GmbH & CoKG vertr.d. Muldental-Agrar-Verwaltungs-GmbH|Lunzenau Stadt|354293|1181|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/0/9/3/2/8_1.html|None
7952|||Agrargenossenschaft Weidagrund e.G.|Pausa-Mühltroff Stadt|353604|1179|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/07952/3110009540/AGRARGENOSSENSCHAFT_WEIDAGRUND_E_G_UNTERREICHENAU.html|post@agrar-weidagrund.de
16818|||NAWARORA GmbH|Neuruppin Stadt|353459|1178|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/10243/2012489909/NAVARRA_IS_GMBH.html|contact@navarra-design.com
6895|||AG Leetza e. G.|Zahna-Elster Stadt|351988|1173|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/8200/1420927818/EVALUESERVE_AG.html|info@jfag.ch
18314|||Landw.gesellschaft Löbnitz mbH|Löbnitz|351758|1173|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18314/3190039686/LANDWIRTSCHAFTSGESELLSCHAFT_LOEBNITZ_MBH.html|None
8297|||Zwönitzer Agrargenossenschaft e.G.|Zwönitz Stadt|329205|1097|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/08297/3310006651/ZWOENITZER_AGRARGENOSSENSCHAFT_E_G.html|agrar-zwoenitz@t-online.de
4509|||Landbau Schenkenberg GbRSieghard Hübner|Delitzsch Stadt|326981|1090|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04509/3150071213/LANDBAU_SCHENKENBERG_GBR.html|None
14778|||Gortzer Agrar GmbH|Beetzseeheide|326877|1090|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14778/3270003181/GORTZER_AGRAR_GMBH.html|None
17291|||Landboden Parmen Treuhand GmbH|Nordwestuckermark|326118|1087|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17291/3490008081/LANDBODEN_PARMEN_TREUHAND_GMBH.html|None
9221|||Techno-Farm GbR vertr.d. Herren Walther Reinhold und Weinhold|Neukirchen/Erzgeb.|324398|1081|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Techno-Farm+GbR+vertr.d.+Herren+Walther+Reinhold+und+Weinhold+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39606|||Agrar GbR Wasmerslage|Osterburg (Altmark) Hansestadt|324321|1081|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39606/3350003300/AGRAR_GMBH_WASMERSLAGE_I_L.html|None
17139|||Gutsverwaltung Pinnow/Duckow GbR|Duckow|322707|1076|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17139/3490161068/CORNELIA_V_MALTZAHN_U_HANS_ALBRECHT_V_MALTZAHN.html|gutpinnow@t-online.de
24369|||Nordsaat Hülsenhain GmbH|Waabs|322503|1075|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24238/2230142010/NORDSAAT_HUELSENHAIN_LANDWIRTSCHAFTLICHE_BETRIEBSGESELLSCHAFT_MBH.html|huelsenhain@gmx.de
99713|||Agrar GmbH Keula|Helbedündorf|321465|1072|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99713/3230020239/AGRAR_GMBH_KEULA.html|agk@nordagrar-gruppe.de
15306|||Landwirtschaftsgen. Dolgelin e.G.|Lindendorf|321426|1071|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Landwirtschaftsgen.+Dolgelin+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
9600|||Agrargenossenschaft Oberschöna/Wegefarth eG|Oberschöna|321230|1071|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargenossenschaft+Obersch%C3%B6na%2FWegefarth+eG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
1945|||Elsterländer Viehhof GmbH|Schwarzbach|321053|1070|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01945/3050066928/ELSTERLAENDER_VIEHHOF_GESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG.html|None
16307|||Agrar-GmbH  Odertal|Gartz (Oder) Stadt|320983|1070|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/16307/3250037189/AGRAR_GMBH_ODERTAL_GARTZ_ODER.html|None
18510|||Agrar GmbH Elmenhorst|Elmenhorst|320368|1068|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18510/3190013999/AGRARGESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG_ELMENHORST.html|None
17237|||Klein Vielener Ölfrucht und Brotgetreide GmbH|Hohenzieritz|319551|1065|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17237/3490007036/KLEIN_VIELENER_OELFRUCHT_UND_BROTGETREIDE_GMBH.html|c.petersen@luisenhof-eg.de
2699|||Gebrüder Räde GbR LandwirtschaftsbetriebHerrn Matthias Räde|Neschwitz|318949|1063|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Gebr%C3%BCder+R%C3%A4de+GbR+LandwirtschaftsbetriebHerrn+Matthias+R%C3%A4de+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
15518|||FW Vieh- und Fleisch GmbH  Briesen|Briesen (Mark)|318432|1061|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15518/3250007481/FUERSTENWALDER_VIEH_UND_FLEISCH_GMBH_BRIESEN.html|buchhaltung-br@agrarfrisch.de
14776|||Biogas Projekt GmbH|Brandenburg an der Havel Stadt|317465|1058|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14641/3270133158/LINDENHOF_AGRAR_GMBH.html|None
6526|||Steinbachhof GmbH|Sangerhausen Stadt|317205|1057|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/7/1/6/6/5_12.html|None
39387|||LBG Neindorf GbR|Oschersleben (Bode) Stadt|316762|1056|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39387/3170023780/LANDWIRTSCHAFTLICHE_BETRIEBSGESELLSCHAFT_GBR_NEINDORF.html|None
2788|||Agrarbetrieb Schlegel/Dittelsdorf GbR vertr.d. KregelHartmannRönschLeßmannQueißer|Zittau Stadt|315718|1052|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrarbetrieb+Schlegel%2FDittelsdorf+GbR+vertr.d.+KregelHartmannR%C3%B6nschLe%C3%9FmannQuei%C3%9Fer+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
49453|||Heinrich & Friedhelm Rohlfs GbR|Hemsloh|315245|1051|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/49453/2050296593/HEINRICH_ROHLFS_FRIEDHELM_ROHLFS.html|None
39264|||LPHG Walternienburg mbH|Zerbst/Anhalt Stadt|314554|1049|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39264/2370176186/ONDREY_THIELE.html|info@individuelle-wohnraumgestaltung.de
17348|||LBG Mildenitz mbH|Mildenitz|313942|1046|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17348/3490038289/LBG_LANDBETRIEBSGESELLSCHAFT_REHBERG_MBH.html|None
39524|||LWG Elbufer Neuermark e.G|Klietz|313844|1046|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LWG+Elbufer+Neuermark+e.G+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
38533|||Eickenhof GbR|Vordorf|313313|1044|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/38533/2070116297/AGRAR_SERVICE_GBR_HANSEN_HINZE_ISERMEYER_REINECKE_SCHOFER_GENTER.html|info@spargelreich.de
31174|||DEX Terra GmbH & Co. KG|Schellerten|312951|1043|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/31174/2210141508/DEXTERRA_GMBH_CO_KG.html|None
17398|||Fellwock / Schröder GbR Landwirtschaftsbetrieb|Ducherow|312476|1042|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17398/3490089946/CARMELLA_FELLWOCK_UND_ECKARD_SCHROEDER.html|info@ducherow-agrar.de
37130|||NOVA -GbR|Gleichen|311639|1039|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/2557/9370218586/NOVA_SICAV_FIS.html|None
99192|||Balling Büttner & Wilk GbR|Nottleben|311457|1038|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99192/3090034156/MANFRED_BUETTNER_THOMAS_BALLING_BBW_LANDWIRTSCHAFTSBETRIEB_GBR.html|info@bbw-potatoes.de
7619|||Agrarproduktion Dothen GmbH|Schkölen Stadt|310789|1036|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/07619/3410003122/AGRARPRODUKTION_DOTHEN_GESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG.html|agrarproduktion-dothen@email.de
39638|||Landwirts-GbR Jerchel|Gardelegen Hansestadt|309979|1033|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39638/3350015456/FRIEDRICH_WILHELM_GIGGEL_REINHARD_KULOW_HEINZ_DREBENSTEDT_GBR.html|landwirtsgbr@aol.com
3205|||LWB Zinnitz-Gr.Jehser GmbH & Co. Verm. KG|Calau Stadt|306066|1020|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LWB+Zinnitz-Gr.Jehser+GmbH+%26+Co.+Verm.+KG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
99610|||Wiesenburger Marktfrucht GmbH|Vogelsberg|305083|1017|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14827/3450096824/WIESENBURGER_MARKTFRUCHT_GMBH.html|info@clag.de
17179|||Roder Armin & Söhne GbR|Behren-Lübchin|304656|1016|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17179/3190081545/TORSTEN_RODER_UND_HOLGER_RODER.html|gbr-roder@t-online.de
9544|||Agrarhof Schwartenberg GmbH|Neuhausen/Erzgeb.|303327|1011|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09548/3030048718/AGRARHOF_SCHWARTENBERG_GMBH.html|info@agrarhof-schwartenberg.de
39345|||Ohretal APH mbH & Co.KG Uthmöden/Satuelle|Haldensleben Stadt|298995|997|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/10719/2010073343/BETA_BETEILIGUNGSGESELLSCHAFT_FUER_WOHNUNGSBAU_MBH_CO_IMMOBILIEN_FONDS_KG.html|None
6179|||Agrar GmbH Holleben|Teutschenthal|298752|996|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06179/3130023219/AGRAR_GMBH_HOLLEBEN.html|michael.tensfeld@wmagrar.de
17209|||GbR Liebenow|Rechlin|298317|994|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/25923/2090242808/JOACHIM_HEIN_UND_DAGMAR_LIEBENOW_HEIN_UND_LIEBENOW_GBR.html|None
29413|||GbR Ellenberg|Wallstawe|297923|993|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99084/3090123663/KATJA_ELLENBERG_KINDERBEKLEIDUNG.html|None
6542|||LPAG Wolferstedt eG.|Allstedt Stadt|296559|989|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06542/3130022423/LANDWIRTSCHAFTLICHE_PRODUKTIV_UND_ABSATZGENOSSENSCHAFT_WOLFERSTEDT_EG.html|None
17398|||Pieritz/Schröder GbR Landwirtschafstbetrieb|Ducherow|296497|988|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17398/3490035483/HANS_JOACHIM_PIERITZ_UND_ECKARD_SCHROEDER.html|None
99628|||Aue-Milch GmbH|Guthmannshausen|295608|985|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99628/3450028740/AUE_MILCH_GMBH.html|r.hecker@agrar-guthmannshausen.de
4849|||Authausener Landwirtschaftsgesellschafts mbH|Laußig|295597|985|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04849/3150094663/AUTHAUSENER_LANDWIRTSCHAFTSGESELLSCHAFT_MBH_AUTHAUSEN.html|mail@a-lw.de
30974|||Calenberg Bredenbeck GbR|Wennigsen (Deister)|293997|980|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/3/0/9/7/4_2.html|None
15377|||AMG Agrar und Marketing Gesellschaft mbH|Oberbarnim|293333|978|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15377/3250034237/AMG_AGRAR_MARKETING_GESELLSCHAFT_MBH_MAERKISCHE_SCHWEIZ.html|amg-grunow@t-online.de
18551|||Marktfrucht GbR Spyker|Glowe|292292|974|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18551/3190306537/SAMSARA_GMBH.html|info@schloss-spyker.de
83410|||Bayer.Staatsmin.d.Justiz GKL|Laufen St|291891|973|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Bayer.Staatsmin.d.Justiz+GKL+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18516|||Landgut Bretwisch GmbH & Co. KG|Süderholz|291652|972|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18516/3190044716/LANDGUT_BRETWISCH_GMBH.html|None
14959|||TRIMER Agrarprodukte GmbH|Trebbin Stadt|290971|970|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14959/2011869721/TRIMER_AGRARPRODUKTE_GMBH.html|info@agt-eg.de
8223|||Landgut Neustadt GmbH|Neustadt/Vogtl.|290274|968|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/08223/8110036045/LANDGUT_NEUSTADT_GMBH.html|None
17139|||Bernd und Frank Meyer KG|Malchin Stadt|289729|966|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17139/3490180416/BERND_UND_FRANK_MEYER_KG.html|None
16833|||Agrarges.Königshorst mbH|Fehrbellin|289446|965|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/16833/3270093083/AGRARGESELLSCHAFT_KOENIGSHORST_GMBH.html|None
4886|||Landesamt für Umwelt Landwirtschaft und Geologie Lehr- und Versuchsgut  Leiter|Arzberg|289366|965|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Landesamt+f%C3%BCr+Umwelt+Landwirtschaft+und+Geologie+Lehr-+und+Versuchsgut++Leiter+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
14806|||AG -Planetal- Lütte e.G.|Bad Belzig Stadt|288793|963|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=AG+-Planetal-+L%C3%BCtte+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39317|||S & W  Agrar GmbH|Elbe-Parey|288786|963|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06577/3450024215/W_P_AGRAR_HANDELS_GMBH.html|None
74889|||Kraichgauer Güterverwaltungen|Sinsheim Stadt|288212|961|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/74889/7050338427/KRAICHGAUER_GUETERVERWALTUNGEN_KG.html|mvg@gueterverwaltungen.de
18528|||Klaus Störtebeker Landwirtschafts GmbH|Patzig|287622|959|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24357/2230210400/BALTIC_AGRAR_GMBH_CO_KG.html|None
19406|||Gut Prestin GmbH|Bülow|287303|958|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/19406/3330151651/GUT_PRESTIN_GMBH.html|None
